Gene stable ID,Transcript stable ID,Gene name
ENSG00000286631,ENST00000654964,
ENSG00000270083,ENST00000602718,
ENSG00000237037,ENST00000439129,NDUFA6-DT
ENSG00000237037,ENST00000417327,NDUFA6-DT
ENSG00000237037,ENST00000608974,NDUFA6-DT
ENSG00000237037,ENST00000536447,NDUFA6-DT
ENSG00000237037,ENST00000595777,NDUFA6-DT
ENSG00000237037,ENST00000600968,NDUFA6-DT
ENSG00000237037,ENST00000434834,NDUFA6-DT
ENSG00000237037,ENST00000610250,NDUFA6-DT
ENSG00000237037,ENST00000617396,NDUFA6-DT
ENSG00000237037,ENST00000451451,NDUFA6-DT
ENSG00000237037,ENST00000617009,NDUFA6-DT
ENSG00000237037,ENST00000621190,NDUFA6-DT
ENSG00000289144,ENST00000685999,
ENSG00000233922,ENST00000441095,LINC01694
ENSG00000233922,ENST00000424569,LINC01694
ENSG00000233922,ENST00000662558,LINC01694
ENSG00000233922,ENST00000671273,LINC01694
ENSG00000233922,ENST00000685333,LINC01694
ENSG00000229723,ENST00000446989,LINC01054
ENSG00000280594,ENST00000626994,BTG3-AS1
ENSG00000280594,ENST00000690626,BTG3-AS1
ENSG00000249413,ENST00000508572,
ENSG00000265670,ENST00000583580,
ENSG00000185433,ENST00000653079,LINC00158
ENSG00000185433,ENST00000664370,LINC00158
ENSG00000185433,ENST00000659435,LINC00158
ENSG00000185433,ENST00000668944,LINC00158
ENSG00000185433,ENST00000439840,LINC00158
ENSG00000185433,ENST00000662610,LINC00158
ENSG00000185433,ENST00000662734,LINC00158
ENSG00000185433,ENST00000441013,LINC00158
ENSG00000185433,ENST00000332587,LINC00158
ENSG00000185433,ENST00000662287,LINC00158
ENSG00000185433,ENST00000671034,LINC00158
ENSG00000185433,ENST00000670098,LINC00158
ENSG00000185433,ENST00000669436,LINC00158
ENSG00000185433,ENST00000665829,LINC00158
ENSG00000185433,ENST00000667265,LINC00158
ENSG00000185433,ENST00000662827,LINC00158
ENSG00000185433,ENST00000659593,LINC00158
ENSG00000185433,ENST00000665160,LINC00158
ENSG00000185433,ENST00000652840,LINC00158
ENSG00000185433,ENST00000659748,LINC00158
ENSG00000185433,ENST00000657301,LINC00158
ENSG00000185433,ENST00000668015,LINC00158
ENSG00000185433,ENST00000440205,LINC00158
ENSG00000185433,ENST00000655536,LINC00158
ENSG00000185433,ENST00000686572,LINC00158
ENSG00000230314,ENST00000606532,ELOVL2-AS1
ENSG00000230314,ENST00000456190,ELOVL2-AS1
ENSG00000230314,ENST00000607275,ELOVL2-AS1
ENSG00000230314,ENST00000456616,ELOVL2-AS1
ENSG00000230314,ENST00000667435,ELOVL2-AS1
ENSG00000230314,ENST00000657744,ELOVL2-AS1
ENSG00000230314,ENST00000667154,ELOVL2-AS1
ENSG00000230314,ENST00000661751,ELOVL2-AS1
ENSG00000230314,ENST00000666965,ELOVL2-AS1
ENSG00000232710,ENST00000428786,
ENSG00000281538,ENST00000626627,
ENSG00000237685,ENST00000413129,
ENSG00000235843,ENST00000458171,
ENSG00000236830,ENST00000453159,CBR3-AS1
ENSG00000236830,ENST00000662189,CBR3-AS1
ENSG00000236830,ENST00000413862,CBR3-AS1
ENSG00000236830,ENST00000655785,CBR3-AS1
ENSG00000236830,ENST00000656513,CBR3-AS1
ENSG00000236830,ENST00000661388,CBR3-AS1
ENSG00000236830,ENST00000667457,CBR3-AS1
ENSG00000236830,ENST00000654957,CBR3-AS1
ENSG00000236830,ENST00000666303,CBR3-AS1
ENSG00000236830,ENST00000608641,CBR3-AS1
ENSG00000236830,ENST00000608690,CBR3-AS1
ENSG00000236830,ENST00000608622,CBR3-AS1
ENSG00000236830,ENST00000608632,CBR3-AS1
ENSG00000236830,ENST00000625189,CBR3-AS1
ENSG00000236830,ENST00000625079,CBR3-AS1
ENSG00000236830,ENST00000623579,CBR3-AS1
ENSG00000236830,ENST00000623638,CBR3-AS1
ENSG00000236830,ENST00000624080,CBR3-AS1
ENSG00000236830,ENST00000624086,CBR3-AS1
ENSG00000236830,ENST00000624883,CBR3-AS1
ENSG00000236830,ENST00000623647,CBR3-AS1
ENSG00000236830,ENST00000623484,CBR3-AS1
ENSG00000236830,ENST00000427491,CBR3-AS1
ENSG00000182057,ENST00000609564,OGFRP1
ENSG00000182057,ENST00000332965,OGFRP1
ENSG00000182057,ENST00000446578,OGFRP1
ENSG00000182057,ENST00000415205,OGFRP1
ENSG00000182057,ENST00000420096,OGFRP1
ENSG00000204802,ENST00000429818,
ENSG00000204802,ENST00000412631,
ENSG00000204802,ENST00000430302,
ENSG00000230107,ENST00000428765,
ENSG00000286715,ENST00000670381,
ENSG00000286993,ENST00000664118,
ENSG00000285300,ENST00000646051,
ENSG00000234394,ENST00000603200,
ENSG00000234394,ENST00000429953,
ENSG00000234394,ENST00000414223,
ENSG00000223446,ENST00000428958,
ENSG00000226296,ENST00000449272,
ENSG00000250436,ENST00000502291,LINC02499
ENSG00000250436,ENST00000508147,LINC02499
ENSG00000250436,ENST00000504368,LINC02499
ENSG00000251325,ENST00000513616,
ENSG00000251264,ENST00000512628,
ENSG00000289421,ENST00000689761,
ENSG00000234883,ENST00000456917,MIR155HG
ENSG00000234883,ENST00000659862,MIR155HG
ENSG00000289404,ENST00000692770,
ENSG00000286150,ENST00000652064,
ENSG00000231107,ENST00000425666,LINC01508
ENSG00000231107,ENST00000436671,LINC01508
ENSG00000231107,ENST00000659218,LINC01508
ENSG00000272626,ENST00000608365,
ENSG00000263698,ENST00000582307,
ENSG00000224924,ENST00000416768,LINC00320
ENSG00000224924,ENST00000437238,LINC00320
ENSG00000224924,ENST00000658703,LINC00320
ENSG00000224924,ENST00000435279,LINC00320
ENSG00000224924,ENST00000671000,LINC00320
ENSG00000224924,ENST00000419299,LINC00320
ENSG00000224924,ENST00000452561,LINC00320
ENSG00000224924,ENST00000663293,LINC00320
ENSG00000224924,ENST00000666206,LINC00320
ENSG00000224924,ENST00000653863,LINC00320
ENSG00000224924,ENST00000666665,LINC00320
ENSG00000224924,ENST00000655949,LINC00320
ENSG00000224924,ENST00000655551,LINC00320
ENSG00000224924,ENST00000670894,LINC00320
ENSG00000224924,ENST00000668142,LINC00320
ENSG00000224924,ENST00000665918,LINC00320
ENSG00000224924,ENST00000669197,LINC00320
ENSG00000224924,ENST00000661917,LINC00320
ENSG00000224924,ENST00000659998,LINC00320
ENSG00000224924,ENST00000652807,LINC00320
ENSG00000224924,ENST00000665333,LINC00320
ENSG00000224924,ENST00000665419,LINC00320
ENSG00000224924,ENST00000665727,LINC00320
ENSG00000224924,ENST00000669117,LINC00320
ENSG00000224924,ENST00000660247,LINC00320
ENSG00000224924,ENST00000660140,LINC00320
ENSG00000224924,ENST00000655997,LINC00320
ENSG00000224924,ENST00000656404,LINC00320
ENSG00000224924,ENST00000663537,LINC00320
ENSG00000224924,ENST00000659277,LINC00320
ENSG00000224924,ENST00000670141,LINC00320
ENSG00000224924,ENST00000655010,LINC00320
ENSG00000224924,ENST00000655525,LINC00320
ENSG00000224924,ENST00000666222,LINC00320
ENSG00000224924,ENST00000665709,LINC00320
ENSG00000224924,ENST00000670750,LINC00320
ENSG00000224924,ENST00000665477,LINC00320
ENSG00000224924,ENST00000667667,LINC00320
ENSG00000224924,ENST00000661350,LINC00320
ENSG00000224924,ENST00000665378,LINC00320
ENSG00000224924,ENST00000655298,LINC00320
ENSG00000224924,ENST00000671660,LINC00320
ENSG00000224924,ENST00000659325,LINC00320
ENSG00000224924,ENST00000655207,LINC00320
ENSG00000224924,ENST00000656294,LINC00320
ENSG00000224924,ENST00000658250,LINC00320
ENSG00000224924,ENST00000664379,LINC00320
ENSG00000224924,ENST00000665470,LINC00320
ENSG00000224924,ENST00000665548,LINC00320
ENSG00000224924,ENST00000667018,LINC00320
ENSG00000224924,ENST00000665849,LINC00320
ENSG00000224924,ENST00000660599,LINC00320
ENSG00000224924,ENST00000654371,LINC00320
ENSG00000224924,ENST00000669337,LINC00320
ENSG00000224924,ENST00000659911,LINC00320
ENSG00000224924,ENST00000669643,LINC00320
ENSG00000224924,ENST00000655781,LINC00320
ENSG00000224924,ENST00000658406,LINC00320
ENSG00000224924,ENST00000670578,LINC00320
ENSG00000224924,ENST00000664349,LINC00320
ENSG00000224924,ENST00000654618,LINC00320
ENSG00000224924,ENST00000656151,LINC00320
ENSG00000224924,ENST00000669863,LINC00320
ENSG00000224924,ENST00000659193,LINC00320
ENSG00000224924,ENST00000658569,LINC00320
ENSG00000224924,ENST00000670351,LINC00320
ENSG00000224924,ENST00000658084,LINC00320
ENSG00000224924,ENST00000666757,LINC00320
ENSG00000224924,ENST00000663052,LINC00320
ENSG00000224924,ENST00000667679,LINC00320
ENSG00000224924,ENST00000653294,LINC00320
ENSG00000224924,ENST00000654018,LINC00320
ENSG00000224924,ENST00000659386,LINC00320
ENSG00000224924,ENST00000666608,LINC00320
ENSG00000224924,ENST00000658509,LINC00320
ENSG00000224924,ENST00000663053,LINC00320
ENSG00000224924,ENST00000654836,LINC00320
ENSG00000224924,ENST00000688468,LINC00320
ENSG00000287239,ENST00000664731,
ENSG00000099869,ENST00000445504,IGF2-AS
ENSG00000099869,ENST00000381361,IGF2-AS
ENSG00000099869,ENST00000381363,IGF2-AS
ENSG00000250064,ENST00000509416,
ENSG00000255177,ENST00000532061,MUC5B-AS1
ENSG00000229309,ENST00000458480,
ENSG00000288106,ENST00000656940,
ENSG00000286780,ENST00000669705,
ENSG00000235209,ENST00000450216,
ENSG00000272862,ENST00000608029,
ENSG00000288842,ENST00000686985,
ENSG00000278903,ENST00000624576,
ENSG00000278903,ENST00000623738,
ENSG00000278903,ENST00000688828,
ENSG00000278903,ENST00000624165,
ENSG00000278903,ENST00000624847,
ENSG00000278903,ENST00000692237,
ENSG00000278903,ENST00000692898,
ENSG00000278903,ENST00000689306,
ENSG00000278903,ENST00000692318,
ENSG00000278903,ENST00000689354,
ENSG00000278903,ENST00000688458,
ENSG00000278903,ENST00000692046,
ENSG00000278903,ENST00000623989,
ENSG00000289511,ENST00000690385,
ENSG00000229425,ENST00000664748,
ENSG00000229425,ENST00000658863,
ENSG00000229425,ENST00000666351,
ENSG00000229425,ENST00000656127,
ENSG00000229425,ENST00000634642,
ENSG00000229425,ENST00000634644,
ENSG00000229425,ENST00000634708,
ENSG00000229425,ENST00000635621,
ENSG00000229425,ENST00000635225,
ENSG00000229425,ENST00000449602,
ENSG00000229425,ENST00000654045,
ENSG00000229425,ENST00000662630,
ENSG00000229425,ENST00000634659,
ENSG00000229425,ENST00000670882,
ENSG00000229425,ENST00000653886,
ENSG00000229425,ENST00000658320,
ENSG00000229425,ENST00000659443,
ENSG00000229425,ENST00000635525,
ENSG00000229425,ENST00000669763,
ENSG00000229425,ENST00000657904,
ENSG00000229425,ENST00000660967,
ENSG00000229425,ENST00000655203,
ENSG00000229425,ENST00000634853,
ENSG00000229425,ENST00000635684,
ENSG00000287935,ENST00000662307,
ENSG00000230417,ENST00000635422,LINC00595
ENSG00000230417,ENST00000634946,LINC00595
ENSG00000230417,ENST00000635180,LINC00595
ENSG00000230417,ENST00000634389,LINC00595
ENSG00000230417,ENST00000635520,LINC00595
ENSG00000230417,ENST00000635545,LINC00595
ENSG00000230417,ENST00000624665,LINC00595
ENSG00000230417,ENST00000434974,LINC00595
ENSG00000230417,ENST00000653428,LINC00595
ENSG00000230417,ENST00000432742,LINC00595
ENSG00000230417,ENST00000634735,LINC00595
ENSG00000230417,ENST00000415959,LINC00595
ENSG00000230417,ENST00000634452,LINC00595
ENSG00000230417,ENST00000461034,LINC00595
ENSG00000230417,ENST00000476909,LINC00595
ENSG00000230417,ENST00000459633,LINC00595
ENSG00000230417,ENST00000634933,LINC00595
ENSG00000230417,ENST00000659477,LINC00595
ENSG00000230417,ENST00000667413,LINC00595
ENSG00000230417,ENST00000665488,LINC00595
ENSG00000230417,ENST00000668124,LINC00595
ENSG00000230417,ENST00000659842,LINC00595
ENSG00000230417,ENST00000670962,LINC00595
ENSG00000230417,ENST00000423770,LINC00595
ENSG00000285985,ENST00000650218,LINC02689
ENSG00000249310,ENST00000513758,APOBEC3B-AS1
ENSG00000254443,ENST00000532430,
ENSG00000254443,ENST00000531479,
ENSG00000228683,ENST00000455498,
ENSG00000226140,ENST00000664373,LINC02654
ENSG00000226140,ENST00000417542,LINC02654
ENSG00000226140,ENST00000652949,LINC02654
ENSG00000226140,ENST00000656914,LINC02654
ENSG00000226140,ENST00000434386,LINC02654
ENSG00000226140,ENST00000656314,LINC02654
ENSG00000226140,ENST00000668798,LINC02654
ENSG00000226140,ENST00000654129,LINC02654
ENSG00000226140,ENST00000659592,LINC02654
ENSG00000226140,ENST00000653570,LINC02654
ENSG00000226140,ENST00000655111,LINC02654
ENSG00000226140,ENST00000666333,LINC02654
ENSG00000226140,ENST00000667599,LINC02654
ENSG00000226140,ENST00000655950,LINC02654
ENSG00000235201,ENST00000456032,LINC02578
ENSG00000230262,ENST00000602602,LINC02603
ENSG00000230262,ENST00000602652,LINC02603
ENSG00000230262,ENST00000668497,LINC02603
ENSG00000230262,ENST00000654029,LINC02603
ENSG00000230262,ENST00000416309,LINC02603
ENSG00000230262,ENST00000666068,LINC02603
ENSG00000230262,ENST00000651632,LINC02603
ENSG00000223714,ENST00000452501,LINC02601
ENSG00000233033,ENST00000451126,CASK-AS1
ENSG00000233103,ENST00000437466,
ENSG00000229950,ENST00000420777,TFAP2A-AS1
ENSG00000229950,ENST00000443546,TFAP2A-AS1
ENSG00000289238,ENST00000687762,
ENSG00000233393,ENST00000422473,
ENSG00000233393,ENST00000685204,
ENSG00000289448,ENST00000689879,
ENSG00000273102,ENST00000607953,
ENSG00000289546,ENST00000686536,
ENSG00000289001,ENST00000692721,
ENSG00000228709,ENST00000449713,LINC02575
ENSG00000223768,ENST00000400362,LINC00205
ENSG00000223768,ENST00000454115,LINC00205
ENSG00000223768,ENST00000647108,LINC00205
ENSG00000223768,ENST00000433465,LINC00205
ENSG00000227313,ENST00000442783,LINC02630
ENSG00000236355,ENST00000439844,
ENSG00000285739,ENST00000647581,
ENSG00000272279,ENST00000607350,
ENSG00000282906,ENST00000635094,
ENSG00000282906,ENST00000634479,
ENSG00000289224,ENST00000688872,
ENSG00000287173,ENST00000653121,
ENSG00000267940,ENST00000600308,
ENSG00000230100,ENST00000422410,
ENSG00000254946,ENST00000527770,LINC02751
ENSG00000254946,ENST00000659618,LINC02751
ENSG00000254946,ENST00000660777,LINC02751
ENSG00000253170,ENST00000517407,
ENSG00000215386,ENST00000635845,MIR99AHG
ENSG00000215386,ENST00000667152,MIR99AHG
ENSG00000215386,ENST00000619222,MIR99AHG
ENSG00000215386,ENST00000658644,MIR99AHG
ENSG00000215386,ENST00000660908,MIR99AHG
ENSG00000215386,ENST00000656642,MIR99AHG
ENSG00000215386,ENST00000456342,MIR99AHG
ENSG00000215386,ENST00000419952,MIR99AHG
ENSG00000215386,ENST00000657710,MIR99AHG
ENSG00000215386,ENST00000445461,MIR99AHG
ENSG00000215386,ENST00000667703,MIR99AHG
ENSG00000215386,ENST00000602339,MIR99AHG
ENSG00000215386,ENST00000602892,MIR99AHG
ENSG00000215386,ENST00000418813,MIR99AHG
ENSG00000215386,ENST00000435697,MIR99AHG
ENSG00000215386,ENST00000453910,MIR99AHG
ENSG00000215386,ENST00000663933,MIR99AHG
ENSG00000215386,ENST00000441820,MIR99AHG
ENSG00000215386,ENST00000602659,MIR99AHG
ENSG00000215386,ENST00000602323,MIR99AHG
ENSG00000215386,ENST00000665230,MIR99AHG
ENSG00000215386,ENST00000664445,MIR99AHG
ENSG00000215386,ENST00000656690,MIR99AHG
ENSG00000215386,ENST00000665504,MIR99AHG
ENSG00000215386,ENST00000670980,MIR99AHG
ENSG00000215386,ENST00000652938,MIR99AHG
ENSG00000215386,ENST00000658826,MIR99AHG
ENSG00000215386,ENST00000665282,MIR99AHG
ENSG00000215386,ENST00000664910,MIR99AHG
ENSG00000215386,ENST00000671437,MIR99AHG
ENSG00000215386,ENST00000662279,MIR99AHG
ENSG00000215386,ENST00000659105,MIR99AHG
ENSG00000215386,ENST00000655524,MIR99AHG
ENSG00000215386,ENST00000667804,MIR99AHG
ENSG00000215386,ENST00000656619,MIR99AHG
ENSG00000215386,ENST00000665779,MIR99AHG
ENSG00000215386,ENST00000428669,MIR99AHG
ENSG00000215386,ENST00000660532,MIR99AHG
ENSG00000215386,ENST00000655197,MIR99AHG
ENSG00000215386,ENST00000662647,MIR99AHG
ENSG00000215386,ENST00000657060,MIR99AHG
ENSG00000215386,ENST00000671218,MIR99AHG
ENSG00000215386,ENST00000669307,MIR99AHG
ENSG00000215386,ENST00000667011,MIR99AHG
ENSG00000215386,ENST00000665189,MIR99AHG
ENSG00000215386,ENST00000660455,MIR99AHG
ENSG00000215386,ENST00000660213,MIR99AHG
ENSG00000215386,ENST00000661987,MIR99AHG
ENSG00000215386,ENST00000661403,MIR99AHG
ENSG00000215386,ENST00000659192,MIR99AHG
ENSG00000215386,ENST00000664030,MIR99AHG
ENSG00000215386,ENST00000665243,MIR99AHG
ENSG00000215386,ENST00000660287,MIR99AHG
ENSG00000215386,ENST00000652811,MIR99AHG
ENSG00000215386,ENST00000661771,MIR99AHG
ENSG00000215386,ENST00000664485,MIR99AHG
ENSG00000215386,ENST00000670446,MIR99AHG
ENSG00000215386,ENST00000657977,MIR99AHG
ENSG00000215386,ENST00000663516,MIR99AHG
ENSG00000215386,ENST00000602901,MIR99AHG
ENSG00000215386,ENST00000670108,MIR99AHG
ENSG00000215386,ENST00000666704,MIR99AHG
ENSG00000215386,ENST00000666517,MIR99AHG
ENSG00000215386,ENST00000671666,MIR99AHG
ENSG00000215386,ENST00000667401,MIR99AHG
ENSG00000215386,ENST00000657177,MIR99AHG
ENSG00000215386,ENST00000654245,MIR99AHG
ENSG00000215386,ENST00000654560,MIR99AHG
ENSG00000215386,ENST00000663776,MIR99AHG
ENSG00000215386,ENST00000667869,MIR99AHG
ENSG00000215386,ENST00000666794,MIR99AHG
ENSG00000215386,ENST00000659483,MIR99AHG
ENSG00000215386,ENST00000657520,MIR99AHG
ENSG00000215386,ENST00000668571,MIR99AHG
ENSG00000215386,ENST00000667777,MIR99AHG
ENSG00000215386,ENST00000661418,MIR99AHG
ENSG00000215386,ENST00000654176,MIR99AHG
ENSG00000215386,ENST00000602620,MIR99AHG
ENSG00000215386,ENST00000670888,MIR99AHG
ENSG00000215386,ENST00000658518,MIR99AHG
ENSG00000215386,ENST00000669537,MIR99AHG
ENSG00000215386,ENST00000661939,MIR99AHG
ENSG00000215386,ENST00000662969,MIR99AHG
ENSG00000215386,ENST00000602580,MIR99AHG
ENSG00000215386,ENST00000666636,MIR99AHG
ENSG00000215386,ENST00000670003,MIR99AHG
ENSG00000215386,ENST00000654997,MIR99AHG
ENSG00000215386,ENST00000660035,MIR99AHG
ENSG00000215386,ENST00000657408,MIR99AHG
ENSG00000215386,ENST00000602935,MIR99AHG
ENSG00000215386,ENST00000668830,MIR99AHG
ENSG00000215386,ENST00000665555,MIR99AHG
ENSG00000215386,ENST00000658514,MIR99AHG
ENSG00000215386,ENST00000655866,MIR99AHG
ENSG00000215386,ENST00000666860,MIR99AHG
ENSG00000215386,ENST00000671058,MIR99AHG
ENSG00000215386,ENST00000655848,MIR99AHG
ENSG00000215386,ENST00000653669,MIR99AHG
ENSG00000215386,ENST00000663510,MIR99AHG
ENSG00000215386,ENST00000602505,MIR99AHG
ENSG00000215386,ENST00000656817,MIR99AHG
ENSG00000215386,ENST00000655790,MIR99AHG
ENSG00000215386,ENST00000660794,MIR99AHG
ENSG00000215386,ENST00000666994,MIR99AHG
ENSG00000215386,ENST00000664319,MIR99AHG
ENSG00000215386,ENST00000656031,MIR99AHG
ENSG00000215386,ENST00000663968,MIR99AHG
ENSG00000215386,ENST00000661148,MIR99AHG
ENSG00000215386,ENST00000662622,MIR99AHG
ENSG00000215386,ENST00000666701,MIR99AHG
ENSG00000215386,ENST00000658724,MIR99AHG
ENSG00000215386,ENST00000670045,MIR99AHG
ENSG00000215386,ENST00000658708,MIR99AHG
ENSG00000215386,ENST00000658075,MIR99AHG
ENSG00000215386,ENST00000670290,MIR99AHG
ENSG00000215386,ENST00000669276,MIR99AHG
ENSG00000215386,ENST00000658389,MIR99AHG
ENSG00000215386,ENST00000663412,MIR99AHG
ENSG00000215386,ENST00000663661,MIR99AHG
ENSG00000215386,ENST00000400178,MIR99AHG
ENSG00000215386,ENST00000657745,MIR99AHG
ENSG00000215386,ENST00000413645,MIR99AHG
ENSG00000215386,ENST00000668889,MIR99AHG
ENSG00000215386,ENST00000653129,MIR99AHG
ENSG00000215386,ENST00000666465,MIR99AHG
ENSG00000215386,ENST00000664579,MIR99AHG
ENSG00000215386,ENST00000667485,MIR99AHG
ENSG00000215386,ENST00000654360,MIR99AHG
ENSG00000215386,ENST00000653624,MIR99AHG
ENSG00000215386,ENST00000667533,MIR99AHG
ENSG00000215386,ENST00000667199,MIR99AHG
ENSG00000215386,ENST00000653809,MIR99AHG
ENSG00000215386,ENST00000671280,MIR99AHG
ENSG00000215386,ENST00000663095,MIR99AHG
ENSG00000215386,ENST00000670538,MIR99AHG
ENSG00000215386,ENST00000667374,MIR99AHG
ENSG00000215386,ENST00000659209,MIR99AHG
ENSG00000215386,ENST00000666305,MIR99AHG
ENSG00000215386,ENST00000653518,MIR99AHG
ENSG00000215386,ENST00000660609,MIR99AHG
ENSG00000215386,ENST00000657239,MIR99AHG
ENSG00000215386,ENST00000669034,MIR99AHG
ENSG00000215386,ENST00000667313,MIR99AHG
ENSG00000215386,ENST00000686312,MIR99AHG
ENSG00000215386,ENST00000693158,MIR99AHG
ENSG00000240801,ENST00000430034,
ENSG00000255367,ENST00000527970,
ENSG00000255367,ENST00000526533,
ENSG00000271758,ENST00000527565,
ENSG00000259104,ENST00000556013,PTCSC3
ENSG00000285518,ENST00000647803,
ENSG00000254951,ENST00000529488,
ENSG00000254951,ENST00000527847,
ENSG00000254951,ENST00000533634,
ENSG00000254661,ENST00000530418,LINC02682
ENSG00000254661,ENST00000664817,LINC02682
ENSG00000254661,ENST00000664116,LINC02682
ENSG00000254661,ENST00000663478,LINC02682
ENSG00000254661,ENST00000662912,LINC02682
ENSG00000254661,ENST00000668376,LINC02682
ENSG00000254661,ENST00000667221,LINC02682
ENSG00000254661,ENST00000668712,LINC02682
ENSG00000254661,ENST00000670379,LINC02682
ENSG00000254661,ENST00000669725,LINC02682
ENSG00000254661,ENST00000670509,LINC02682
ENSG00000254661,ENST00000666053,LINC02682
ENSG00000254661,ENST00000664884,LINC02682
ENSG00000224267,ENST00000431077,
ENSG00000275239,ENST00000611780,FAM242F
ENSG00000275239,ENST00000615199,FAM242F
ENSG00000275239,ENST00000620416,FAM242F
ENSG00000275239,ENST00000615955,FAM242F
ENSG00000286959,ENST00000662809,
ENSG00000227188,ENST00000432239,MGAT3-AS1
ENSG00000254791,ENST00000525233,FAR1-IT1
ENSG00000254444,ENST00000529961,
ENSG00000274818,ENST00000616634,
ENSG00000288459,ENST00000672686,
ENSG00000224292,ENST00000445586,
ENSG00000227042,ENST00000454113,
ENSG00000233358,ENST00000420572,
ENSG00000285801,ENST00000648291,
ENSG00000285639,ENST00000650535,
ENSG00000236130,ENST00000649461,PTCSC2
ENSG00000236130,ENST00000649253,PTCSC2
ENSG00000236130,ENST00000648625,PTCSC2
ENSG00000236130,ENST00000648027,PTCSC2
ENSG00000236130,ENST00000648505,PTCSC2
ENSG00000236130,ENST00000430058,PTCSC2
ENSG00000236130,ENST00000649526,PTCSC2
ENSG00000236130,ENST00000650104,PTCSC2
ENSG00000286195,ENST00000651475,
ENSG00000233569,ENST00000450938,
ENSG00000233569,ENST00000657171,
ENSG00000230537,ENST00000423380,
ENSG00000230537,ENST00000667274,
ENSG00000230537,ENST00000665623,
ENSG00000230537,ENST00000658132,
ENSG00000285664,ENST00000654071,
ENSG00000285664,ENST00000658290,
ENSG00000285664,ENST00000670923,
ENSG00000285664,ENST00000649005,
ENSG00000285664,ENST00000669838,
ENSG00000285664,ENST00000658625,
ENSG00000285664,ENST00000661601,
ENSG00000285664,ENST00000653549,
ENSG00000285664,ENST00000654425,
ENSG00000259998,ENST00000563140,
ENSG00000258538,ENST00000553487,
ENSG00000258538,ENST00000556789,
ENSG00000258982,ENST00000554537,
ENSG00000274893,ENST00000619851,
ENSG00000237626,ENST00000446201,
ENSG00000237626,ENST00000666051,
ENSG00000237626,ENST00000658655,
ENSG00000237626,ENST00000657253,
ENSG00000237626,ENST00000660980,
ENSG00000237626,ENST00000659397,
ENSG00000237626,ENST00000657411,
ENSG00000237626,ENST00000659233,
ENSG00000237626,ENST00000659157,
ENSG00000237626,ENST00000655497,
ENSG00000237626,ENST00000666443,
ENSG00000237626,ENST00000654395,
ENSG00000237626,ENST00000667587,
ENSG00000237626,ENST00000660571,
ENSG00000237626,ENST00000653040,
ENSG00000237626,ENST00000652979,
ENSG00000237626,ENST00000656288,
ENSG00000237626,ENST00000662981,
ENSG00000237626,ENST00000665098,
ENSG00000237626,ENST00000670775,
ENSG00000237626,ENST00000671506,
ENSG00000236754,ENST00000443935,
ENSG00000236754,ENST00000611039,
ENSG00000230846,ENST00000427387,
ENSG00000224079,ENST00000449721,
ENSG00000236849,ENST00000658474,LINC01474
ENSG00000236849,ENST00000449235,LINC01474
ENSG00000236849,ENST00000654093,LINC01474
ENSG00000236849,ENST00000653947,LINC01474
ENSG00000236849,ENST00000453787,LINC01474
ENSG00000236849,ENST00000656141,LINC01474
ENSG00000236849,ENST00000423171,LINC01474
ENSG00000233082,ENST00000453798,
ENSG00000236708,ENST00000437354,SDK1-AS1
ENSG00000286874,ENST00000667321,
ENSG00000278035,ENST00000619558,
ENSG00000285958,ENST00000648218,
ENSG00000231964,ENST00000435635,
ENSG00000261795,ENST00000567533,
ENSG00000283991,ENST00000639380,
ENSG00000255323,ENST00000534135,LINC01495
ENSG00000255323,ENST00000532380,LINC01495
ENSG00000255323,ENST00000653021,LINC01495
ENSG00000227068,ENST00000437097,
ENSG00000236519,ENST00000417820,LINC01424
ENSG00000236519,ENST00000692279,LINC01424
ENSG00000236519,ENST00000693046,LINC01424
ENSG00000270071,ENST00000652633,
ENSG00000270071,ENST00000602921,
ENSG00000270071,ENST00000688671,
ENSG00000270071,ENST00000691809,
ENSG00000205622,ENST00000626259,
ENSG00000205622,ENST00000380931,
ENSG00000205622,ENST00000415824,
ENSG00000205622,ENST00000440379,
ENSG00000205622,ENST00000623098,
ENSG00000205622,ENST00000613045,
ENSG00000205622,ENST00000615324,
ENSG00000205622,ENST00000665758,
ENSG00000205622,ENST00000660602,
ENSG00000205622,ENST00000659831,
ENSG00000205622,ENST00000663561,
ENSG00000205622,ENST00000657019,
ENSG00000205622,ENST00000654496,
ENSG00000205622,ENST00000653449,
ENSG00000205622,ENST00000661563,
ENSG00000205622,ENST00000658721,
ENSG00000205622,ENST00000664415,
ENSG00000205622,ENST00000671617,
ENSG00000205622,ENST00000670092,
ENSG00000205622,ENST00000671381,
ENSG00000205622,ENST00000660489,
ENSG00000205622,ENST00000657276,
ENSG00000205622,ENST00000669345,
ENSG00000205622,ENST00000689146,
ENSG00000205622,ENST00000686487,
ENSG00000205622,ENST00000686562,
ENSG00000205622,ENST00000688744,
ENSG00000285811,ENST00000649072,
ENSG00000259383,ENST00000559621,
ENSG00000235958,ENST00000446537,UBOX5-AS1
ENSG00000235958,ENST00000454019,UBOX5-AS1
ENSG00000226370,ENST00000433074,LINC00375
ENSG00000259152,ENST00000553919,
ENSG00000234019,ENST00000433646,
ENSG00000286884,ENST00000656552,
ENSG00000235601,ENST00000454594,BARX1-DT
ENSG00000235601,ENST00000453045,BARX1-DT
