Gene stable ID,Transcript stable ID,Gene name
ENSG00000259485,ENST00000653984,LINC02253
ENSG00000223935,ENST00000441630,LGALSL-DT
ENSG00000223935,ENST00000647983,LGALSL-DT
ENSG00000223935,ENST00000669208,LGALSL-DT
ENSG00000274312,ENST00000622210,
ENSG00000259312,ENST00000559214,
ENSG00000253585,ENST00000522743,
ENSG00000255289,ENST00000373384,
ENSG00000257526,ENST00000551082,
ENSG00000255474,ENST00000527518,GAU1
ENSG00000287998,ENST00000665380,
ENSG00000253799,ENST00000517505,LINC01030
ENSG00000233405,ENST00000653059,LINC01046
ENSG00000233405,ENST00000443719,LINC01046
ENSG00000254315,ENST00000521010,
ENSG00000286308,ENST00000671266,
ENSG00000286554,ENST00000662072,
ENSG00000253749,ENST00000523385,
ENSG00000286841,ENST00000657635,
ENSG00000277214,ENST00000617603,
ENSG00000260750,ENST00000660578,
ENSG00000283423,ENST00000637882,
ENSG00000247903,ENST00000500632,
ENSG00000248676,ENST00000508578,
ENSG00000245970,ENST00000501016,
ENSG00000236953,ENST00000417513,ZDHHC20-IT1
ENSG00000258169,ENST00000547179,LINC00485
ENSG00000272234,ENST00000606056,
ENSG00000258216,ENST00000651272,
ENSG00000258216,ENST00000547370,
ENSG00000258216,ENST00000549551,
ENSG00000258216,ENST00000652964,
ENSG00000249057,ENST00000514241,MAST4-IT1
ENSG00000287658,ENST00000671342,
ENSG00000230836,ENST00000453951,LINC01293
ENSG00000287931,ENST00000667385,
ENSG00000258837,ENST00000554679,
ENSG00000226605,ENST00000452397,
ENSG00000287385,ENST00000661958,
ENSG00000258623,ENST00000556919,
ENSG00000287167,ENST00000663643,
ENSG00000260806,ENST00000569214,PAPOLA-DT
ENSG00000259110,ENST00000554445,LINC02304
ENSG00000258860,ENST00000555024,
ENSG00000260192,ENST00000509456,LINC02240
ENSG00000260192,ENST00000642446,LINC02240
ENSG00000260192,ENST00000647105,LINC02240
ENSG00000260192,ENST00000642715,LINC02240
ENSG00000260192,ENST00000512965,LINC02240
ENSG00000260192,ENST00000625219,LINC02240
ENSG00000260192,ENST00000564199,LINC02240
ENSG00000260192,ENST00000671535,LINC02240
ENSG00000260192,ENST00000653110,LINC02240
ENSG00000260192,ENST00000655934,LINC02240
ENSG00000258131,ENST00000552238,
ENSG00000250244,ENST00000508950,
ENSG00000250244,ENST00000507403,
ENSG00000283392,ENST00000635800,
ENSG00000259475,ENST00000559468,SYNM-AS1
ENSG00000259282,ENST00000560888,SPATA8-AS1
ENSG00000259282,ENST00000558722,SPATA8-AS1
ENSG00000226722,ENST00000653691,LINC00424
ENSG00000226722,ENST00000663265,LINC00424
ENSG00000226722,ENST00000413124,LINC00424
ENSG00000226722,ENST00000669854,LINC00424
ENSG00000226722,ENST00000654346,LINC00424
ENSG00000226722,ENST00000624644,LINC00424
ENSG00000259870,ENST00000562480,
ENSG00000259017,ENST00000556448,
ENSG00000259367,ENST00000558980,
ENSG00000259123,ENST00000553477,
ENSG00000258938,ENST00000555918,
ENSG00000260737,ENST00000567317,LINC01227
ENSG00000260737,ENST00000561719,LINC01227
ENSG00000260737,ENST00000562002,LINC01227
ENSG00000260737,ENST00000561634,LINC01227
ENSG00000260737,ENST00000565215,LINC01227
ENSG00000260737,ENST00000660108,LINC01227
ENSG00000260737,ENST00000656480,LINC01227
ENSG00000260737,ENST00000663234,LINC01227
ENSG00000260737,ENST00000652792,LINC01227
ENSG00000260737,ENST00000662243,LINC01227
ENSG00000260737,ENST00000654863,LINC01227
ENSG00000260737,ENST00000663414,LINC01227
ENSG00000260737,ENST00000664145,LINC01227
ENSG00000260737,ENST00000654679,LINC01227
ENSG00000260737,ENST00000670104,LINC01227
ENSG00000260737,ENST00000666768,LINC01227
ENSG00000286932,ENST00000653521,
ENSG00000253787,ENST00000520762,LINC02219
ENSG00000233251,ENST00000596663,
ENSG00000233251,ENST00000432793,
ENSG00000233251,ENST00000447423,
ENSG00000233251,ENST00000668950,
ENSG00000233251,ENST00000659091,
ENSG00000251575,ENST00000506550,C5orf64-AS1
ENSG00000251575,ENST00000512882,C5orf64-AS1
ENSG00000251575,ENST00000669357,C5orf64-AS1
ENSG00000250831,ENST00000514662,
ENSG00000254777,ENST00000526936,
ENSG00000254777,ENST00000529234,
ENSG00000254777,ENST00000527672,
ENSG00000282890,ENST00000634588,
ENSG00000271737,ENST00000606089,
ENSG00000233006,ENST00000621103,MIR3936HG
ENSG00000233006,ENST00000616965,MIR3936HG
ENSG00000233006,ENST00000649993,MIR3936HG
ENSG00000233006,ENST00000457998,MIR3936HG
ENSG00000233006,ENST00000669845,MIR3936HG
ENSG00000233006,ENST00000666504,MIR3936HG
ENSG00000233006,ENST00000668364,MIR3936HG
ENSG00000257272,ENST00000553046,
ENSG00000285579,ENST00000647843,
ENSG00000257614,ENST00000548199,
ENSG00000277840,ENST00000614934,
ENSG00000257826,ENST00000546376,
ENSG00000255686,ENST00000540161,
ENSG00000261269,ENST00000564956,
ENSG00000257359,ENST00000550206,
ENSG00000250567,ENST00000507948,
ENSG00000261037,ENST00000564741,
ENSG00000257543,ENST00000547360,
ENSG00000281344,ENST00000626826,HELLPAR
ENSG00000261243,ENST00000568771,
ENSG00000231156,ENST00000423433,
ENSG00000259134,ENST00000650234,LINC00924
ENSG00000259134,ENST00000554837,LINC00924
ENSG00000259134,ENST00000556053,LINC00924
ENSG00000259134,ENST00000655842,LINC00924
ENSG00000259134,ENST00000670891,LINC00924
ENSG00000259134,ENST00000663815,LINC00924
ENSG00000259134,ENST00000653141,LINC00924
ENSG00000258831,ENST00000556763,
ENSG00000269898,ENST00000602789,
ENSG00000254119,ENST00000520862,LINC02842
ENSG00000254119,ENST00000523042,LINC02842
ENSG00000254119,ENST00000518593,LINC02842
ENSG00000254119,ENST00000519452,LINC02842
ENSG00000254119,ENST00000519967,LINC02842
ENSG00000254119,ENST00000517953,LINC02842
ENSG00000254119,ENST00000520097,LINC02842
ENSG00000254119,ENST00000519766,LINC02842
ENSG00000254119,ENST00000523728,LINC02842
ENSG00000254119,ENST00000521501,LINC02842
ENSG00000254119,ENST00000519990,LINC02842
ENSG00000259403,ENST00000667810,
ENSG00000259403,ENST00000559394,
ENSG00000286579,ENST00000653118,
ENSG00000228873,ENST00000449242,
ENSG00000254024,ENST00000520268,
ENSG00000242798,ENST00000494221,
ENSG00000253301,ENST00000519314,LINC01606
ENSG00000253301,ENST00000655105,LINC01606
ENSG00000253301,ENST00000521653,LINC01606
ENSG00000253301,ENST00000518556,LINC01606
ENSG00000253301,ENST00000523341,LINC01606
ENSG00000253301,ENST00000520929,LINC01606
ENSG00000253301,ENST00000521132,LINC01606
ENSG00000253301,ENST00000519160,LINC01606
ENSG00000253301,ENST00000517611,LINC01606
ENSG00000253301,ENST00000668087,LINC01606
ENSG00000253301,ENST00000519241,LINC01606
ENSG00000253301,ENST00000661856,LINC01606
ENSG00000253301,ENST00000657454,LINC01606
ENSG00000253301,ENST00000654770,LINC01606
ENSG00000253301,ENST00000661539,LINC01606
ENSG00000253301,ENST00000667730,LINC01606
ENSG00000253301,ENST00000659585,LINC01606
ENSG00000253301,ENST00000655011,LINC01606
ENSG00000253301,ENST00000669200,LINC01606
ENSG00000286211,ENST00000652642,
ENSG00000273792,ENST00000616822,
ENSG00000239322,ENST00000447639,ATP6V1B1-AS1
ENSG00000239322,ENST00000422761,ATP6V1B1-AS1
ENSG00000231172,ENST00000451622,EVA1A-AS
ENSG00000259276,ENST00000560712,
ENSG00000261043,ENST00000561777,
ENSG00000235077,ENST00000376482,
ENSG00000259590,ENST00000561362,LINC02244
ENSG00000284879,ENST00000643276,
ENSG00000284879,ENST00000646855,
ENSG00000234362,ENST00000427054,LINC01914
ENSG00000234362,ENST00000436551,LINC01914
ENSG00000224739,ENST00000457457,
ENSG00000258294,ENST00000551135,
ENSG00000258294,ENST00000552541,
ENSG00000258294,ENST00000552840,
ENSG00000214039,ENST00000291374,LINC02418
ENSG00000214039,ENST00000567788,LINC02418
ENSG00000214039,ENST00000660273,LINC02418
ENSG00000285204,ENST00000646820,
ENSG00000253776,ENST00000523745,
ENSG00000249551,ENST00000513366,LINC02216
ENSG00000253171,ENST00000518129,
ENSG00000287654,ENST00000659172,
ENSG00000272155,ENST00000606067,
ENSG00000287127,ENST00000659008,
ENSG00000253633,ENST00000519630,
ENSG00000253633,ENST00000523572,
ENSG00000253633,ENST00000659499,
ENSG00000281849,ENST00000627721,
ENSG00000253477,ENST00000517376,
ENSG00000253477,ENST00000523422,
ENSG00000286434,ENST00000659208,
ENSG00000280767,ENST00000627627,
ENSG00000258332,ENST00000549140,LINC02394
ENSG00000258332,ENST00000647598,LINC02394
ENSG00000253197,ENST00000523197,
ENSG00000253197,ENST00000521203,
ENSG00000253284,ENST00000501211,
ENSG00000253509,ENST00000517495,
ENSG00000257912,ENST00000551280,LINC02258
ENSG00000254236,ENST00000522416,
ENSG00000257718,ENST00000551152,CPNE8-AS1
ENSG00000257568,ENST00000551713,
ENSG00000183154,ENST00000330539,
ENSG00000272752,ENST00000470714,STAG3L5P-PVRIG2P-PILRB
ENSG00000272752,ENST00000310771,STAG3L5P-PVRIG2P-PILRB
ENSG00000272752,ENST00000483329,STAG3L5P-PVRIG2P-PILRB
ENSG00000272752,ENST00000444874,STAG3L5P-PVRIG2P-PILRB
ENSG00000272752,ENST00000472646,STAG3L5P-PVRIG2P-PILRB
ENSG00000234181,ENST00000431804,
ENSG00000287054,ENST00000655591,
ENSG00000248359,ENST00000515199,
ENSG00000248359,ENST00000668654,
ENSG00000248359,ENST00000663729,
ENSG00000259615,ENST00000560477,
ENSG00000286052,ENST00000652193,
ENSG00000287631,ENST00000660409,
ENSG00000241357,ENST00000492523,
ENSG00000254057,ENST00000520962,
ENSG00000228351,ENST00000428171,
ENSG00000228351,ENST00000649560,
ENSG00000233153,ENST00000452251,UBE2E2-AS1
ENSG00000233153,ENST00000421375,UBE2E2-AS1
ENSG00000233153,ENST00000430018,UBE2E2-AS1
ENSG00000233153,ENST00000670967,UBE2E2-AS1
ENSG00000240211,ENST00000475250,PPP1R35-AS1
ENSG00000214922,ENST00000399247,HLA-F-AS1
ENSG00000214922,ENST00000458236,HLA-F-AS1
ENSG00000214922,ENST00000434086,HLA-F-AS1
ENSG00000255618,ENST00000545276,LINC02440
ENSG00000255618,ENST00000668907,LINC02440
ENSG00000272236,ENST00000606834,
ENSG00000285761,ENST00000648999,
ENSG00000276744,ENST00000617588,
ENSG00000259402,ENST00000560378,
ENSG00000275322,ENST00000617440,
ENSG00000259375,ENST00000561409,
ENSG00000259453,ENST00000558757,
ENSG00000258483,ENST00000554798,LINC02251
ENSG00000258483,ENST00000649950,LINC02251
ENSG00000258483,ENST00000660238,LINC02251
ENSG00000258483,ENST00000663386,LINC02251
ENSG00000258483,ENST00000671500,LINC02251
ENSG00000258483,ENST00000661923,LINC02251
ENSG00000258483,ENST00000661284,LINC02251
ENSG00000258483,ENST00000657981,LINC02251
ENSG00000286938,ENST00000663999,
ENSG00000287749,ENST00000669342,
ENSG00000285763,ENST00000649568,
ENSG00000261616,ENST00000564527,
ENSG00000281195,ENST00000434786,
ENSG00000270020,ENST00000602739,
ENSG00000272097,ENST00000606522,TMEM14B-DT
ENSG00000272097,ENST00000659819,TMEM14B-DT
ENSG00000272097,ENST00000606652,TMEM14B-DT
ENSG00000227167,ENST00000443359,
ENSG00000249899,ENST00000505701,ITGA2-AS1
ENSG00000249899,ENST00000503559,ITGA2-AS1
ENSG00000249899,ENST00000662246,ITGA2-AS1
ENSG00000248029,ENST00000445660,
ENSG00000287415,ENST00000659692,
ENSG00000259670,ENST00000558304,
ENSG00000250242,ENST00000515822,
ENSG00000270048,ENST00000602474,
ENSG00000255886,ENST00000535594,
ENSG00000285804,ENST00000649991,
ENSG00000285804,ENST00000660186,
ENSG00000274598,ENST00000612818,
ENSG00000258177,ENST00000551844,
ENSG00000256101,ENST00000535746,
ENSG00000256101,ENST00000539795,
ENSG00000287634,ENST00000653627,
ENSG00000276900,ENST00000619086,
ENSG00000276308,ENST00000617627,
ENSG00000251311,ENST00000504419,LINC02214
ENSG00000287059,ENST00000661964,
ENSG00000272529,ENST00000606713,
ENSG00000261193,ENST00000568267,
ENSG00000250295,ENST00000520894,RDH10-AS1
ENSG00000250295,ENST00000514599,RDH10-AS1
ENSG00000250295,ENST00000517475,RDH10-AS1
ENSG00000258308,ENST00000655973,
ENSG00000258308,ENST00000550307,
ENSG00000258308,ENST00000547004,
ENSG00000229928,ENST00000425609,LINC00400
ENSG00000259607,ENST00000560714,
ENSG00000253857,ENST00000522559,
ENSG00000253857,ENST00000520251,
ENSG00000253857,ENST00000668329,
ENSG00000251576,ENST00000502417,LINC01267
ENSG00000268505,ENST00000599841,
ENSG00000286305,ENST00000663185,
ENSG00000260121,ENST00000564984,
ENSG00000260466,ENST00000563687,
ENSG00000258355,ENST00000552486,
ENSG00000286678,ENST00000661116,
ENSG00000258053,ENST00000549357,
ENSG00000258123,ENST00000550723,LINC02444
ENSG00000287010,ENST00000658013,
ENSG00000287030,ENST00000670736,
ENSG00000257476,ENST00000551761,LINC02459
ENSG00000261286,ENST00000565700,ATP2C2-AS1
ENSG00000251138,ENST00000549905,LINC02882
ENSG00000251138,ENST00000515416,LINC02882
ENSG00000251138,ENST00000663261,LINC02882
ENSG00000251138,ENST00000551210,LINC02882
ENSG00000251138,ENST00000548427,LINC02882
ENSG00000251138,ENST00000551726,LINC02882
ENSG00000251138,ENST00000668997,LINC02882
ENSG00000251138,ENST00000656876,LINC02882
ENSG00000251138,ENST00000668228,LINC02882
ENSG00000251138,ENST00000670573,LINC02882
ENSG00000251138,ENST00000669556,LINC02882
ENSG00000251138,ENST00000665907,LINC02882
ENSG00000251138,ENST00000662107,LINC02882
ENSG00000251138,ENST00000665895,LINC02882
ENSG00000251138,ENST00000658833,LINC02882
ENSG00000251138,ENST00000653134,LINC02882
ENSG00000251138,ENST00000670471,LINC02882
ENSG00000251138,ENST00000658677,LINC02882
ENSG00000251138,ENST00000668665,LINC02882
ENSG00000269901,ENST00000602779,
ENSG00000270184,ENST00000602706,
ENSG00000278058,ENST00000615570,
ENSG00000261161,ENST00000565822,
ENSG00000261386,ENST00000605277,
ENSG00000261386,ENST00000565929,
ENSG00000238189,ENST00000434273,ENOX1-AS2
ENSG00000233821,ENST00000444442,ENOX1-AS1
ENSG00000260640,ENST00000569849,
ENSG00000287842,ENST00000658176,
ENSG00000253784,ENST00000523881,
ENSG00000287029,ENST00000655032,
ENSG00000230729,ENST00000439960,
ENSG00000270522,ENST00000604480,
ENSG00000224186,ENST00000624272,PITX1-AS1
ENSG00000224186,ENST00000507641,PITX1-AS1
ENSG00000224186,ENST00000505828,PITX1-AS1
ENSG00000224186,ENST00000513931,PITX1-AS1
ENSG00000224186,ENST00000555438,PITX1-AS1
ENSG00000224186,ENST00000554670,PITX1-AS1
ENSG00000257545,ENST00000551505,
ENSG00000257545,ENST00000549203,
ENSG00000257545,ENST00000652234,
ENSG00000260671,ENST00000563036,
ENSG00000256234,ENST00000540392,
ENSG00000237159,ENST00000656721,CNTFR-AS1
ENSG00000237159,ENST00000668957,CNTFR-AS1
ENSG00000237159,ENST00000670893,CNTFR-AS1
ENSG00000237159,ENST00000662777,CNTFR-AS1
ENSG00000237159,ENST00000454187,CNTFR-AS1
ENSG00000237159,ENST00000666375,CNTFR-AS1
ENSG00000237159,ENST00000668876,CNTFR-AS1
ENSG00000237159,ENST00000657464,CNTFR-AS1
ENSG00000237159,ENST00000436360,CNTFR-AS1
ENSG00000237159,ENST00000453642,CNTFR-AS1
ENSG00000237159,ENST00000438244,CNTFR-AS1
ENSG00000274001,ENST00000613918,
ENSG00000205037,ENST00000378417,
ENSG00000205037,ENST00000566351,
ENSG00000276519,ENST00000614642,
ENSG00000261177,ENST00000563931,
ENSG00000259989,ENST00000562040,
ENSG00000235051,ENST00000436249,
ENSG00000227161,ENST00000441746,
ENSG00000259218,ENST00000561108,LINC00928
ENSG00000259218,ENST00000561201,LINC00928
ENSG00000259218,ENST00000559967,LINC00928
ENSG00000259218,ENST00000559227,LINC00928
ENSG00000259218,ENST00000660770,LINC00928
ENSG00000259218,ENST00000661183,LINC00928
ENSG00000258888,ENST00000555297,
ENSG00000258761,ENST00000557683,
ENSG00000248464,ENST00000502457,FGF10-AS1
ENSG00000250472,ENST00000503723,TRIM36-IT1
ENSG00000260177,ENST00000561567,
ENSG00000261327,ENST00000568031,
ENSG00000261327,ENST00000562705,
ENSG00000261327,ENST00000661363,
ENSG00000260498,ENST00000563993,
ENSG00000260498,ENST00000570159,
ENSG00000260498,ENST00000668490,
ENSG00000260498,ENST00000658015,
ENSG00000259921,ENST00000563495,
ENSG00000251601,ENST00000514113,
ENSG00000287000,ENST00000653717,
ENSG00000259534,ENST00000560586,
ENSG00000276434,ENST00000621449,
ENSG00000225083,ENST00000669000,GRTP1-AS1
ENSG00000225083,ENST00000419199,GRTP1-AS1
ENSG00000225083,ENST00000423246,GRTP1-AS1
ENSG00000232490,ENST00000455961,OSBPL10-AS1
ENSG00000232490,ENST00000458127,OSBPL10-AS1
ENSG00000232490,ENST00000428872,OSBPL10-AS1
ENSG00000232490,ENST00000418728,OSBPL10-AS1
ENSG00000232490,ENST00000447181,OSBPL10-AS1
ENSG00000232490,ENST00000436598,OSBPL10-AS1
ENSG00000232490,ENST00000417313,OSBPL10-AS1
ENSG00000232490,ENST00000444503,OSBPL10-AS1
ENSG00000227297,ENST00000424850,
ENSG00000257940,ENST00000548691,
ENSG00000257603,ENST00000552413,
ENSG00000258115,ENST00000548885,
ENSG00000285427,ENST00000535372,SOD2-OT1
ENSG00000288583,ENST00000664167,
ENSG00000230773,ENST00000651429,
ENSG00000230773,ENST00000447571,
ENSG00000230773,ENST00000649883,
ENSG00000230773,ENST00000587616,
ENSG00000230773,ENST00000650693,
ENSG00000230773,ENST00000650704,
ENSG00000230773,ENST00000661667,
ENSG00000230773,ENST00000658896,
ENSG00000226994,ENST00000453451,
ENSG00000226994,ENST00000658336,
ENSG00000226994,ENST00000586769,
ENSG00000226994,ENST00000592523,
ENSG00000226994,ENST00000588944,
ENSG00000226994,ENST00000585391,
ENSG00000226994,ENST00000591221,
ENSG00000226994,ENST00000588650,
ENSG00000226994,ENST00000659872,
ENSG00000226994,ENST00000669873,
ENSG00000226994,ENST00000625996,
ENSG00000226994,ENST00000587791,
ENSG00000226994,ENST00000626243,
ENSG00000226994,ENST00000627509,
ENSG00000226994,ENST00000627058,
ENSG00000226994,ENST00000587255,
ENSG00000226994,ENST00000586952,
ENSG00000226994,ENST00000606126,
ENSG00000226994,ENST00000626183,
ENSG00000226994,ENST00000662463,
ENSG00000233613,ENST00000414992,DCUN1D2-AS
ENSG00000233613,ENST00000453584,DCUN1D2-AS
ENSG00000287640,ENST00000660178,
ENSG00000228272,ENST00000440495,
ENSG00000224875,ENST00000422013,EML4-AS1
ENSG00000224875,ENST00000458490,EML4-AS1
ENSG00000226622,ENST00000444672,
ENSG00000226622,ENST00000671180,
ENSG00000226622,ENST00000665118,
ENSG00000226622,ENST00000671204,
ENSG00000226622,ENST00000668862,
ENSG00000226622,ENST00000659893,
ENSG00000226622,ENST00000655358,
ENSG00000226622,ENST00000660725,
ENSG00000226622,ENST00000671367,
ENSG00000226622,ENST00000657674,
ENSG00000226622,ENST00000653757,
ENSG00000226622,ENST00000664816,
ENSG00000226622,ENST00000656978,
ENSG00000226622,ENST00000665285,
ENSG00000226622,ENST00000657352,
ENSG00000226622,ENST00000663301,
ENSG00000226622,ENST00000656395,
ENSG00000226622,ENST00000664144,
ENSG00000226622,ENST00000667559,
ENSG00000226622,ENST00000652843,
ENSG00000226622,ENST00000668502,
ENSG00000226622,ENST00000662774,
ENSG00000226622,ENST00000657052,
ENSG00000226622,ENST00000416111,
ENSG00000226622,ENST00000668814,
ENSG00000226622,ENST00000663236,
ENSG00000226622,ENST00000660313,
ENSG00000226622,ENST00000656277,
ENSG00000226622,ENST00000663494,
ENSG00000226622,ENST00000654251,
ENSG00000226622,ENST00000670260,
ENSG00000226622,ENST00000663524,
ENSG00000226622,ENST00000664749,
ENSG00000260179,ENST00000565563,
ENSG00000234396,ENST00000442483,
ENSG00000228037,ENST00000424215,
ENSG00000286917,ENST00000661370,
ENSG00000259664,ENST00000558621,LINC02254
ENSG00000259664,ENST00000658159,LINC02254
ENSG00000259664,ENST00000656917,LINC02254
ENSG00000259664,ENST00000668613,LINC02254
ENSG00000259664,ENST00000655922,LINC02254
ENSG00000259664,ENST00000653998,LINC02254
ENSG00000259664,ENST00000662202,LINC02254
ENSG00000259664,ENST00000669932,LINC02254
ENSG00000259664,ENST00000657749,LINC02254
ENSG00000259664,ENST00000653612,LINC02254
ENSG00000259664,ENST00000658901,LINC02254
ENSG00000259664,ENST00000658446,LINC02254
ENSG00000259664,ENST00000671366,LINC02254
ENSG00000286202,ENST00000651711,
ENSG00000270462,ENST00000604464,
ENSG00000288535,ENST00000654041,
ENSG00000272735,ENST00000608897,
ENSG00000267520,ENST00000589496,
ENSG00000287956,ENST00000662206,
ENSG00000276916,ENST00000619338,
ENSG00000276248,ENST00000619092,
ENSG00000224808,ENST00000414633,SRGAP3-AS1
ENSG00000287069,ENST00000670571,
ENSG00000287069,ENST00000668274,
ENSG00000287069,ENST00000670202,
ENSG00000261273,ENST00000563190,
ENSG00000248482,ENST00000509530,
ENSG00000271849,ENST00000606424,MAN2A1-DT
ENSG00000188693,ENST00000453068,CYP51A1-AS1
ENSG00000188693,ENST00000653494,CYP51A1-AS1
ENSG00000249069,ENST00000523194,LINC01033
ENSG00000249069,ENST00000517934,LINC01033
ENSG00000249069,ENST00000512618,LINC01033
ENSG00000249069,ENST00000504609,LINC01033
ENSG00000249069,ENST00000658828,LINC01033
ENSG00000249069,ENST00000670528,LINC01033
ENSG00000249069,ENST00000657274,LINC01033
ENSG00000249069,ENST00000659703,LINC01033
ENSG00000249069,ENST00000667636,LINC01033
ENSG00000249069,ENST00000662351,LINC01033
ENSG00000249069,ENST00000664079,LINC01033
ENSG00000249069,ENST00000662022,LINC01033
ENSG00000249069,ENST00000665869,LINC01033
ENSG00000249069,ENST00000657771,LINC01033
ENSG00000249069,ENST00000655801,LINC01033
ENSG00000249069,ENST00000665899,LINC01033
ENSG00000249069,ENST00000653566,LINC01033
ENSG00000249069,ENST00000654906,LINC01033
ENSG00000249069,ENST00000667992,LINC01033
ENSG00000249069,ENST00000665795,LINC01033
ENSG00000243107,ENST00000414227,
ENSG00000197734,ENST00000650032,C14orf178
ENSG00000197734,ENST00000556047,C14orf178
ENSG00000197734,ENST00000557011,C14orf178
ENSG00000287526,ENST00000657364,
ENSG00000266977,ENST00000589471,
ENSG00000266977,ENST00000669145,
ENSG00000261816,ENST00000568587,
ENSG00000261218,ENST00000565674,
ENSG00000261218,ENST00000566191,
ENSG00000261218,ENST00000565272,
ENSG00000261218,ENST00000563954,
ENSG00000261218,ENST00000562180,
ENSG00000261218,ENST00000568131,
ENSG00000261218,ENST00000569731,
ENSG00000256811,ENST00000543848,
ENSG00000256151,ENST00000542980,ADGRD1-AS1
ENSG00000256151,ENST00000536673,ADGRD1-AS1
ENSG00000257294,ENST00000552378,
ENSG00000287237,ENST00000670207,
ENSG00000258140,ENST00000650080,
ENSG00000258140,ENST00000548266,
ENSG00000277504,ENST00000620306,
ENSG00000260772,ENST00000561622,
ENSG00000196668,ENST00000480237,LINC00173
ENSG00000196668,ENST00000470091,LINC00173
ENSG00000196668,ENST00000489452,LINC00173
ENSG00000196668,ENST00000659479,LINC00173
ENSG00000285040,ENST00000645754,
ENSG00000269667,ENST00000599411,
ENSG00000261235,ENST00000561826,
ENSG00000261235,ENST00000567021,
ENSG00000288010,ENST00000670952,
ENSG00000230968,ENST00000438443,
ENSG00000233891,ENST00000656905,
ENSG00000233891,ENST00000668455,
ENSG00000233891,ENST00000443306,
ENSG00000233891,ENST00000444001,
ENSG00000233891,ENST00000412409,
ENSG00000233891,ENST00000434611,
ENSG00000233891,ENST00000435557,
ENSG00000233891,ENST00000671177,
ENSG00000233891,ENST00000669739,
ENSG00000233891,ENST00000668796,
ENSG00000233891,ENST00000663829,
ENSG00000233891,ENST00000660011,
ENSG00000233891,ENST00000451416,
ENSG00000233891,ENST00000668148,
ENSG00000233891,ENST00000662067,
ENSG00000233891,ENST00000668635,
ENSG00000233891,ENST00000663939,
ENSG00000233891,ENST00000662536,
ENSG00000233891,ENST00000440521,
ENSG00000233891,ENST00000660819,
ENSG00000233891,ENST00000661091,
ENSG00000272121,ENST00000606217,
ENSG00000231113,ENST00000450671,
ENSG00000231113,ENST00000607218,
ENSG00000267240,ENST00000589198,
ENSG00000226302,ENST00000456335,
ENSG00000271964,ENST00000607464,
ENSG00000287377,ENST00000653928,
ENSG00000258909,ENST00000556708,
ENSG00000286979,ENST00000663725,
ENSG00000259320,ENST00000559643,
ENSG00000259320,ENST00000660771,
ENSG00000259320,ENST00000659338,
ENSG00000259320,ENST00000664288,
ENSG00000259320,ENST00000663373,
ENSG00000226702,ENST00000446139,MIR217HG
ENSG00000227589,ENST00000443034,TP73-AS3
ENSG00000237402,ENST00000427317,CAMTA1-IT1
ENSG00000284616,ENST00000641871,
ENSG00000273445,ENST00000608142,
ENSG00000269688,ENST00000600473,
ENSG00000237751,ENST00000449073,LINC01143
ENSG00000225187,ENST00000421759,
ENSG00000222030,ENST00000409590,LINC01793
ENSG00000286698,ENST00000655443,
ENSG00000286476,ENST00000667988,
ENSG00000227987,ENST00000413274,
ENSG00000287130,ENST00000669532,
ENSG00000228108,ENST00000433475,SPTBN1-AS1
ENSG00000261029,ENST00000563841,MPHOSPH6-DT
ENSG00000261226,ENST00000561980,
ENSG00000261226,ENST00000564646,
ENSG00000261363,ENST00000566798,
ENSG00000260387,ENST00000566485,
ENSG00000261175,ENST00000647615,LINC02188
ENSG00000261175,ENST00000649687,LINC02188
ENSG00000261175,ENST00000649229,LINC02188
ENSG00000261175,ENST00000569740,LINC02188
ENSG00000261175,ENST00000562064,LINC02188
ENSG00000261175,ENST00000647607,LINC02188
ENSG00000261175,ENST00000649094,LINC02188
ENSG00000261175,ENST00000650018,LINC02188
ENSG00000261175,ENST00000648184,LINC02188
ENSG00000261175,ENST00000647896,LINC02188
ENSG00000233096,ENST00000453828,
ENSG00000258931,ENST00000557426,
ENSG00000280036,ENST00000624853,
ENSG00000286495,ENST00000668662,
ENSG00000278456,ENST00000615211,
ENSG00000250949,ENST00000511418,
ENSG00000248443,ENST00000511091,
ENSG00000260972,ENST00000564261,
ENSG00000269460,ENST00000456368,
ENSG00000251072,ENST00000509185,LMNB1-DT
ENSG00000254106,ENST00000523446,LINC01848
ENSG00000283897,ENST00000639283,
ENSG00000283897,ENST00000640865,
ENSG00000283897,ENST00000639976,
ENSG00000283897,ENST00000640718,
ENSG00000283897,ENST00000656996,
ENSG00000286458,ENST00000665703,
ENSG00000235427,ENST00000452009,
ENSG00000259767,ENST00000560450,
ENSG00000273747,ENST00000616598,
ENSG00000259555,ENST00000559120,
ENSG00000269050,ENST00000593830,
ENSG00000276449,ENST00000620532,
ENSG00000270947,ENST00000604312,
ENSG00000270035,ENST00000602973,
ENSG00000226374,ENST00000635247,LINC01345
ENSG00000226374,ENST00000635127,LINC01345
ENSG00000226374,ENST00000425194,LINC01345
ENSG00000226374,ENST00000671015,LINC01345
ENSG00000286260,ENST00000652628,
ENSG00000232596,ENST00000634256,LINC01646
ENSG00000232596,ENST00000635556,LINC01646
ENSG00000232596,ENST00000420522,LINC01646
ENSG00000232596,ENST00000659059,LINC01646
ENSG00000232596,ENST00000667354,LINC01646
ENSG00000232596,ENST00000659083,LINC01646
